num_duplicate_rows,fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
2,0419611240165258862,Referral,628955,United States,not available in demo dataset,35950000,1,730,46,,20160916,1474052262,PAGE,,,7980000,,GGOEGBJC019999,Collapsible Shopping Bag,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
4,575143870190264156,Referral,189885,United States,not available in demo dataset,107000000,1,190,9,,20161224,1482608236,PAGE,,1,25000000,26750000,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,107000000,ORD20161224935,Checkout Confirmation,,/ordercompleted.html,6,1,
2,154104806751769000,Organic Search,1024809,United States,not available in demo dataset,821710000,1,1025,23,,20170430,1493613970,PAGE,,,4990000,,GGOEGBMJ013399,Sport Bag,Bags,Single Option Only,USD,,,,ORD201704301386,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1031768530974318383,Organic Search,2107524,France,not available in demo dataset,,,2135,30,,20170405,1491427928,EVENT,,,51990000,,GGOEGAAX0362,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/,(not set),,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,7029245392581399860,Social,256995,Egypt,not available in demo dataset,,,463,36,,20170328,1490703093,EVENT,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,1,1,
10,2788555723243018631,Direct,1046709,United States,San Francisco,258000000,1,1125,58,,20160801,1470077433,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,1,
2,1854440936315683918,Social,343045,Argentina,not available in demo dataset,,,513,6,,20161111,1478934994,EVENT,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,2385451684587900506,Organic Search,234075,United States,Seattle,38450000,1,719,29,,20160818,1471552163,PAGE,,,4990000,,GGOEGBMJ013399,Sport Bag,Home/Lifestyle/,(not set),,,,,,Lifestyle,,/google+redesign/,2,1,
2,2073001123961505601,Social,522680,Egypt,not available in demo dataset,,,561,8,1,20170728,1501283449,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,Android Men's Long Sleeve Badge Crew Tee Heather,,/google+redesign/,0,1,
2,4022279597429973915,Direct,661807,United States,not available in demo dataset,,,1682,19,,20170123,1485229941,PAGE,,,55990000,,GGOEGAAX0358,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,(not set),,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,5544036290871487819,Organic Search,766443,Philippines,not available in demo dataset,,,1058,12,,20170602,1496460246,PAGE,,,4990000,,GGOEGCBC074299,Google Device Stand,Home/Electronics/Electronics Accessories/,(not set),,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,2,1,
2,922615354832601075,Organic Search,710523,United States,not available in demo dataset,23980000,1,711,27,,20161214,1481752917,PAGE,,,12990000,,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,Single Option Only,USD,,,,ORD201612142992,Checkout Confirmation,,/ordercompleted.html,6,1,
6,7360768108223062056,Display,2261741,United States,Sunnyvale,,,2262,16,,20160914,1473890234,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
4,3211801082901013750,Referral,335041,United States,New York,409000000,1,418,23,,20170601,1496375475,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,2336710786026276989,Organic Search,53015,United States,not available in demo dataset,,,548,18,,20170120,1484969186,PAGE,,,10990000,,GGOEGOCB017499,Leatherette Journal,Home/Office/Notebooks & Journals/,(not set),,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,2,1,
2,4105169389776282876,Organic Search,671812,Poland,not available in demo dataset,,,730,44,,20170502,1493723424,EVENT,,,1500000,,GGOEGODR017799,Recycled Mouse Pad,Home/Office/Office Other/,(not set),,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,1,1,
2,7915549412266150272,Paid Search,477186,United States,not available in demo dataset,,,586,34,,20170503,1493847196,EVENT,,5,1990000,,GGOEGOAB021699,Google Ballpoint Pen Black,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments | Office | Google Merchandise Store,,/google+redesign/,3,1,
4,7360768108223062056,Organic Search,254786,United States,Sunnyvale,209000000,1,337,22,,20160914,1473905072,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,4835082938415020542,Direct,1089698,United States,not available in demo dataset,755300000,1,1444,32,,20161116,1479341021,PAGE,,5,24950000,,GGOEGBMJ013399,Sport Bag,Bags,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,3000212461242439183,Direct,35573,Romania,Bucharest,,,70,18,,20160908,1473322918,EVENT,,,10990000,,GGOEGHPB071610,Google Twill Cap,Home/Apparel/,(not set),,,,,,Apparel,,/store.html,1,1,
2,4365809776716151144,Display,153462,United States,San Bruno,106000000,1,275,13,,20170109,1483988529,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,7845114848613059919,Referral,408094,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,1,2390000,,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware, BLUE,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,154104806751769000,Organic Search,1024809,United States,not available in demo dataset,821710000,1,1025,23,,20170430,1493613970,PAGE,,,16990000,,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel, XL,USD,,,,ORD201704301386,Checkout Confirmation,,/ordercompleted.html,6,1,
2,7740740695520900343,Direct,0,United States,not available in demo dataset,,,1330,12,,20161130,1480564155,PAGE,,,145990000,,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,(not set),,,,,,Audio | Electronics | Google Merchandise Store,,/google+redesign/,2,1,
2,4835082938415020542,Direct,1444331,United States,not available in demo dataset,755300000,1,1444,32,,20161116,1479341021,PAGE,,,3500000,,GGOEGBJR018199,Reusable Shopping Bag,Bags,Single Option Only,USD,,,,ORD201611162447,Checkout Confirmation,,/ordercompleted.html,6,1,
2,2616240173389988716,Referral,77622,United States,not available in demo dataset,85580000,1,830,33,,20160921,1474496615,PAGE,,,79990000,,GGOEGBMC056599,Waterproof Gear Bag,Home/Bags/More Bags/,(not set),,,,,,More Bags,,/google+redesign/,2,1,
2,1965703729833511722,Paid Search,170686,United States,New York,,,754,51,,20161225,1482680105,PAGE,,,16990000,,GGOEGAAX0107,Google Men's 100% Cotton Short Sleeve Hero Tee Red,${escCatTitle},(not set),,,,,,Store search results,,/asearch.html/,2,1,
2,4365809776716151144,Display,275279,United States,San Bruno,106000000,1,275,13,,20170109,1483988529,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,,ORD201701092073,Checkout Confirmation,,/ordercompleted.html,6,1,
2,9565267141648549839,Social,35317,United States,not available in demo dataset,,,91,43,,20160914,1473884955,EVENT,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards,,/google+redesign/,1,1,
11,8436426603099391262,Referral,918926,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,454504884131750556,Referral,781525,United States,not available in demo dataset,151000000,1,955,17,,20170629,1498791783,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,ORD201706292530,Checkout Confirmation,,/ordercompleted.html,6,1,
2,917551604501805376,Direct,86865,Russia,not available in demo dataset,,,145,53,,20170428,1493445465,EVENT,,,24990000,,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),,,,,,Android | Shop by Brand | Google Merchandise Store,,/store.html,1,1,
2,8161942866929822763,Organic Search,877530,Germany,not available in demo dataset,,,1021,19,,20161017,1476703735,PAGE,,,99990000,,GGOEGBRA037499,Waterproof Backpack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,2,1,
2,0409094433310347683,Social,148687,Mexico,not available in demo dataset,,,175,36,,20161115,1479247537,PAGE,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,2,1,
6,7360768108223062056,Display,2050969,United States,Sunnyvale,,,2262,16,,20160914,1473890234,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,6093706766729155094,Direct,393846,United States,Sunnyvale,,,730,30,,20170323,1490256975,PAGE,,1,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,5379473349678070977,Referral,53683,Australia,Sydney,,,59,16,,20170310,1489141626,EVENT,,,99990000,,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,1,1,
2,3576215078915203690,Referral,1419332,United States,Seattle,,,1419,9,,20161115,1479270970,EVENT,,,79990000,,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,1,1,
2,4365809776716151144,Display,250481,United States,San Bruno,106000000,1,275,13,,20170109,1483988529,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
10,2788555723243018631,Direct,1041309,United States,San Francisco,258000000,1,1125,58,,20160801,1470077433,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,
2,839980723911355750,Organic Search,127418,France,Paris,,,323,12,1,20170718,1500419296,PAGE,,,69990000,,GGOEGBRJ037399,Google Rucksack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,2,1,
2,7845114848613059919,Referral,791577,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,,2390000,,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware, BLUE,USD,,,,ORD201612152739,Checkout Confirmation,,/ordercompleted.html,6,1,
4,575143870190264156,Referral,277166,United States,not available in demo dataset,,,469,26,,20161224,1482567083,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,5186802869072248264,Direct,892314,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,23850000,,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,7549529166163705177,Referral,258255,Japan,not available in demo dataset,,,744,55,,20160908,1473403649,EVENT,,,16990000,,GGOEGAAX0338,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),,,,,,Men's-T-Shirts,,/google+redesign/,1,1,
2,7567817112637547239,Organic Search,2246283,United States,Mountain View,101200000,2,2304,36,85,20170714,1500033101,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
3,917551604501805376,Direct,86864,Russia,not available in demo dataset,,,145,53,,20170428,1493445465,PAGE,,,24990000,,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Shop by Brand/Android/,(not set),,,,,,Android | Shop by Brand | Google Merchandise Store,,/store.html/,2,1,
2,7845114848613059919,Referral,408094,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,1,2390000,,GGOEGDHR018499,Google 22 oz Water Bottle,Drinkware, RED,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,5441713978831708309,Referral,68752,Taiwan,(not set),,,338,25,,20170530,1496134412,EVENT,,,12990000,,GGOEGDWR015799,Red Shine 15 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,1,1,
3,2966181519580525760,Social,57306,United States,not available in demo dataset,,,91,11,,20170317,1489792082,PAGE,,,19990000,,GGOEAOCB077499,Android RFID Journal,Home/Shop by Brand/Android/,(not set),,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
2,9247530999213434637,Organic Search,327792,United Arab Emirates,not available in demo dataset,,,553,10,,20160928,1475062372,PAGE,,,58990000,,GGOEGEHQ071199,"Google High Capacity 10,400mAh Charger",Home/Electronics/Power/,(not set),,,,,,Power,,/google+redesign/,2,1,
2,4835082938415020542,Direct,1444297,United States,not available in demo dataset,755300000,1,1444,32,,20161116,1479341021,PAGE,,5,4990000,25325000,GGOEGBMJ013399,Sport Bag,Bags,Single Option Only,USD,,,755300000,ORD201611162447,Checkout Confirmation,,/ordercompleted.html,6,1,
2,603646718962990199,Referral,106125,Netherlands,not available in demo dataset,478000000,1,2221,35,,20161129,1480450603,PAGE,,,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,2,1,
2,0760185147017673561,Referral,870765,United States,not available in demo dataset,63380000,1,871,31,,20170429,1493502856,PAGE,,,39190000,,GGOEGADB059214,Google Men's Airflow 1/4 Zip Pullover Black,Apparel, MD,USD,,,,ORD201704291351,Checkout Confirmation,,/ordercompleted.html,6,1,
2,2073001123961505601,Social,522680,Egypt,not available in demo dataset,,,561,8,1,20170728,1501283449,PAGE,,,0,,9181019,Google Tri-blend Hoodie Grey,(not set),(not set),USD,,,,,Android Men's Long Sleeve Badge Crew Tee Heather,,/google+redesign/,0,1,
2,6379920233928997690,Organic Search,1550040,United States,not available in demo dataset,,,5483,142,,20161209,1481329896,EVENT,,,1500000,,GGOEGODR017799,Recycled Mouse Pad,Home/Accessories/,(not set),,,,,,Accessories | Google Merchandise Store,,/google+redesign/,1,1,
2,0449547423945494402,Organic Search,219402,United States,not available in demo dataset,,,402,6,,20170625,1498432369,EVENT,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,1,1,
2,6091498163535424271,Organic Search,1429160,United States,New York,,,7455,176,,20160806,1470526572,EVENT,,1,24990000,,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,Home/Accessories/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,3,1,
2,5186802869072248264,Direct,972872,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,15,1590000,23933333,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,Single Option Only,USD,,,199580000,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
2,1307146392321152084,Organic Search,458190,United States,Boulder,153000000,1,493,20,,20170406,1491487752,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA, GREY,USD,,,,ORD201704062262,Checkout Confirmation,,/ordercompleted.html,6,1,
6,043584487743669327,Referral,341411,United States,Austin,,,509,16,,20170619,1497903092,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,8543796720468174481,Referral,93645,United States,New York,,,593,18,,20170430,1493602035,EVENT,,,99990000,,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,1,1,
2,1302369844915731964,Organic Search,480912,United States,not available in demo dataset,,,3296,98,,20170110,1484090727,PAGE,,,199000000,,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,2,1,
2,3592785671281234637,Paid Search,308201,United States,not available in demo dataset,209000000,1,308,12,,20170620,1498002505,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Gift Cards,Single Option Only,USD,,,,ORD201706202153,Checkout Confirmation,,/ordercompleted.html,6,1,
2,0744194450160663160,Organic Search,171701,United States,Sunnyvale,106000000,1,228,13,,20170523,1495581116,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,7845114848613059919,Referral,741167,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,,8790000,,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,0440373035810363378,Referral,207037,Ukraine,Kiev,,,3884,25,,20170604,1496597987,PAGE,,,18990000,,GGOEGAAX0341,Google Women's Vintage Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,(not set),,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,7749769094473228577,Referral,9,United States,Mountain View,154000000,1,1194,11,,20170331,1490977933,PAGE,,,249000000,,GGOEGAAX0794,Nest® Learning Thermostat 3rd Gen-USA,Home/Nest/Nest-USA/,(not set),,,,,,Nest-USA,,/google+redesign/,2,1,
2,4890832126611809362,Organic Search,0,Sri Lanka,not available in demo dataset,,,,2,,20170610,1497087233,PAGE,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
2,8316567391407602026,Direct,494631,United States,Mountain View,365000000,1,495,27,,20161229,1483041128,PAGE,,,119000000,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,,ORD201612291562,Checkout Confirmation,,/ordercompleted.html,6,1,
2,5186802869072248264,Direct,791265,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,15,23850000,,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,0419611240165258862,Referral,639812,United States,not available in demo dataset,35950000,1,730,46,,20160916,1474052262,PAGE,,,7980000,,GGOEGBJC019999,Collapsible Shopping Bag,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
2,7845114848613059919,Referral,438938,United States,New York,304320000,1,792,17,,20161215,1481840106,PAGE,,1,2390000,,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware, BLUE,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,6736977205570964943,Referral,652566,United States,not available in demo dataset,,,1076,16,,20170628,1498715857,PAGE,,,1590000,,GGOEYFKQ020699,YouTube Custom Decals,Home/Accessories/Stickers/,(not set),,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,2,1,
2,4365809776716151144,Display,275272,United States,San Bruno,106000000,1,275,13,,20170109,1483988529,PAGE,,1,50000000,53000000,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,106000000,ORD201701092073,Checkout Confirmation,,/ordercompleted.html,6,1,
6,7360768108223062056,Organic Search,47937,United States,Sunnyvale,158000000,1,869,32,,20160914,1473902004,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
6,043584487743669327,Referral,509377,United States,Austin,,,509,16,,20170619,1497903092,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,4835082938415020542,Direct,1089698,United States,not available in demo dataset,755300000,1,1444,32,,20161116,1479341021,PAGE,,10,35000000,,GGOEGBJR018199,Reusable Shopping Bag,Bags,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
6,7360768108223062056,Display,142271,United States,Sunnyvale,,,382,15,,20160914,1473896648,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,0409094433310347683,Social,148687,Mexico,not available in demo dataset,,,175,36,,20161115,1479247537,EVENT,,,24990000,,GGOEGAAX0331,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,1,1,
2,389927133264987421,Organic Search,635299,Hong Kong,Hong Kong,,,1830,35,,20170323,1490261499,EVENT,,,24990000,,GGOEGDHB072199,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,1,1,
2,4150778016163790406,Direct,3360031,United States,Salem,,,3393,38,60,20170710,1499716012,PAGE,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Gift Cards,Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
4,575143870190264156,Referral,189885,United States,not available in demo dataset,107000000,1,190,9,,20161224,1482608236,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,ORD20161224935,Checkout Confirmation,,/ordercompleted.html,6,1,
2,8767511864222479193,Social,118561,Algeria,not available in demo dataset,,,155,49,,20161101,1478021313,PAGE,,,9990000,,GGOEGDHG014499,Google Infuser-Top Water Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,2,1,
4,575143870190264156,Referral,39960,United States,not available in demo dataset,107000000,1,190,9,,20161224,1482608236,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,0071895336593296958,Social,726489,Brazil,not available in demo dataset,,,737,38,,20161212,1481540012,PAGE,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,(not set),,,,,,Apparel | Google Merchandise Store,,/google+redesign/,2,1,
2,3333696341056456517,Direct,84730,Nicaragua,not available in demo dataset,,,390,23,,20170126,1485461556,EVENT,,,99990000,,GGOEGBRJ037299,Google Alpine Style Backpack,Home/Bags/Backpacks/,(not set),,,,,,Backpacks | Bags | Google Merchandise Store,,/google+redesign/,1,1,
4,9758235511148216157,Direct,660964,United States,Sunnyvale,134000000,2,705,22,,20170615,1497575168,PAGE,,1,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,,Checkout Your Information,,/yourinfo.html,5,1,Billing and Shipping
2,8767511864222479193,Social,128298,Algeria,not available in demo dataset,,,155,49,,20161101,1478021313,EVENT,,,18990000,,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/,(not set),,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,1,1,
2,9565267141648549839,Social,35317,United States,not available in demo dataset,,,91,43,,20160914,1473884955,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards,,/google+redesign/,2,1,
2,207142508991346416,Direct,37308,Azerbaijan,not available in demo dataset,,,37,8,,20170327,1490637994,PAGE,,,21990000,,GGOEYHPA003510,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,2,1,
2,0001266240591974276,Referral,347628,Spain,Madrid,,,352,66,,20170606,1496753265,PAGE,,,12990000,,GGOEGACB023699,Yoga Block,Home/Clearance Sale/,(not set),,,,,,Clearance Sale,,/store.html/,2,1,
2,5186802869072248264,Direct,998705,United States,Mountain View,199580000,1,1009,62,,20161104,1478272441,PAGE,,,2390000,,GGOEGOAQ020099,Four Color Retractable Pen,Office,Single Option Only,USD,,,,ORD201611041971,Checkout Confirmation,,/ordercompleted.html,6,1,
2,418555043165391870,Organic Search,331312,United States,Miami,,,603,29,,20161017,1476705979,EVENT,,,13990000,,GGOEGBCR024399,Google Lunch Bag,Home/Accessories/Housewares/,(not set),,,,,,Housewares | Accessories | Google Merchandise Store,,/google+redesign/,1,1,
2,5903416522146447871,Referral,0,United States,Mountain View,,,,3,,20160831,1472648233,PAGE,,,15190000,,GGOEGAAX0684,Google Youth Short Sleeve T-shirt Green,Home/Apparel/Kid's/Kids-Youth/,(not set),,,,,,Kids-Youth,,/google+redesign/,2,1,
22,4884778281436388667,Referral,485415,United States,Cambridge,555000000,1,485,75,,20161128,1480363993,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Gift Cards,Single Option Only,USD,,,,ORD201611283845,Checkout Confirmation,,/ordercompleted.html,6,1,
2,4977888869536759660,Organic Search,128807,United States,Los Angeles,,,929,14,,20170701,1498944529,EVENT,,,4990000,,GGOEGBFC018799,Electronics Accessory Pouch,Home/Bags/,(not set),,,,,,Bags | Google Merchandise Store,,/google+redesign/,1,1,
2,0001266240591974276,Referral,349004,Spain,Madrid,,,352,66,,20170606,1496753265,EVENT,,,12990000,,GGOEGACB023699,Yoga Block,Home/Clearance Sale/,(not set),,,,,,Clearance Sale,,/store.html,1,1,
2,154104806751769000,Organic Search,1024809,United States,not available in demo dataset,821710000,1,1025,23,,20170430,1493613970,PAGE,,,13290000,,GGOEGALB034114,Google Women's Vintage Hero Tee Black,Apparel, MD,USD,,,,ORD201704301386,Checkout Confirmation,,/ordercompleted.html,6,1,
2,7029245392581399860,Social,236306,Egypt,not available in demo dataset,,,463,36,,20170328,1490703093,EVENT,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,1,1,
11,8436426603099391262,Referral,878549,United States,Ann Arbor,829000000,1,969,75,,20160901,1472781277,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,(not set),Single Option Only,USD,,,,,Payment Method,,/payment.html,5,2,Payment
6,7360768108223062056,Display,189210,United States,Sunnyvale,,,382,15,,20160914,1473896648,PAGE,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2,7029245392581399860,Social,256995,Egypt,not available in demo dataset,,,463,36,,20170328,1490703093,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,2,1,
